iter	Logloss
1985	0.2843064658
1990	0.284274246
1995	0.2842402807
2000	0.2842083568
2005	0.2841801905
2010	0.2841410475
2015	0.2841044785
2020	0.2840718446
2025	0.2840312223
2030	0.2839975824
2035	0.28397128
2040	0.2839451847
2045	0.2839076394
2050	0.283871248
2055	0.2838455077
2060	0.2838216018
2065	0.2837841452
2070	0.2837480792
2075	0.2837130192
2080	0.2836771308
2085	0.2836448223
2090	0.2835876907
2095	0.2835593764
2100	0.2835221269
2105	0.283496505
2110	0.2834769779
2115	0.2834470955
2120	0.2834207339
2125	0.2833821531
2130	0.283358188
2135	0.2833205835
2140	0.2832865294
2145	0.2832507593
2150	0.2832035096
2155	0.2831389222
2160	0.2830958738
2165	0.2830738023
2170	0.2830462572
2175	0.2830129428
2180	0.2829848356
2185	0.2829448642
2190	0.2829033247
2195	0.2828829692
2200	0.2828407788
2205	0.2827948605
2210	0.2827706587
2215	0.2827415456
2220	0.2827141189
2225	0.282688349
2230	0.2826513954
2235	0.2826134359
2240	0.2825632572
2245	0.2825272504
2250	0.2824835511
2255	0.2824389938
2260	0.2823978981
2265	0.2823695838
2270	0.2823345829
2275	0.2823067716
2280	0.2822787827
2285	0.2822501134
2290	0.2822143137
2295	0.2821716203
2300	0.2821355543
2305	0.2821097549
2310	0.2820800796
2315	0.282050996
2320	0.2820279481
2325	0.2819935094
2330	0.2819636566
2335	0.2819406975
2340	0.2819151939
2345	0.281892146
2350	0.2818546894
2355	0.281826671
2360	0.281796907
2365	0.2817790959
2370	0.281744953
2375	0.2817100113
2380	0.2816783833
2385	0.2816403942
2390	0.2816089733
2395	0.2815750968
2400	0.2815480843
2405	0.2815180835
2410	0.2814871952
2415	0.2814600643
2420	0.2814352708
2425	0.2813965717
2430	0.2813684645
2435	0.2813384341
2440	0.2813113625
2445	0.2812750302
2450	0.2812372778
2455	0.28120349
2460	0.2811671281
2465	0.2811328965
2470	0.2811078663
2475	0.2810875108
2480	0.2810463855
2485	0.2810182191
2490	0.2810023608
2495	0.2809726263
2500	0.2809466493
2505	0.2809052874
2510	0.2808679196
2515	0.2808421201
2520	0.2808148118
2525	0.2807868525
2530	0.2807522954
2535	0.2807187147
2540	0.2806989509
2545	0.2806724118
2550	0.2806510208
2555	0.2806222035
2560	0.2806007237
2565	0.280561344
2570	0.280530929
2575	0.2805000111
2580	0.2804629392
2585	0.2804297431
2590	0.280384387
2595	0.2803559839
2600	0.2803221369
2605	0.2802788814
2610	0.2802454782
2615	0.2802199746
2620	0.2801861572
2625	0.2801618963
2630	0.2801348542
2635	0.2801090548
2640	0.2800631661
2645	0.2800257687
2650	0.2799890518
2655	0.2799580155
2660	0.2799294054
2665	0.2799010615
2670	0.279865173
2675	0.2798347581
2680	0.2798094912
2685	0.2797660286
2690	0.2797407321
2695	0.2797074768
2700	0.2796713517
2705	0.2796380668
2710	0.2796033914
2715	0.2795786275
2720	0.2795373247
2725	0.279504099
2730	0.2794665833
2735	0.2794411389
2740	0.279416375
2745	0.2793809303
2750	0.279354332
2755	0.2793124375
2760	0.279277555
2765	0.2792395363
2770	0.2792217252
2775	0.2791792686
2780	0.2791542679
2785	0.2791217523
2790	0.279105391
2795	0.2790674019
2800	0.2790347384
2805	0.2790088797
2810	0.2789789086
2815	0.2789650029
2820	0.2789385822
2825	0.2789169544
2830	0.278872545
2835	0.278849793
2840	0.278820236
2845	0.2787890223
2850	0.2787604417
2855	0.2787276302
2860	0.2787032805
2865	0.2786789012
2870	0.2786498177
2875	0.278616592
2880	0.2785893724
2885	0.2785585136
2890	0.2785306135
2895	0.2785098438
2900	0.2784750796
2905	0.2784425049
2910	0.2784144568
2915	0.2783914681
2920	0.2783552838
2925	0.2783167029
2930	0.2782913177
2935	0.2782481214
2940	0.2782243634
2945	0.2781965816
2950	0.2781552197
2955	0.2781365802
2960	0.2780938572
2965	0.2780550101
2970	0.2780259561
2975	0.2780064882
2980	0.2779828782
2985	0.2779333799
2990	0.2779104799
2995	0.2778789999
3000	0.2778530821
3005	0.2778391468
3010	0.2777996488
3015	0.2777648255
3020	0.2777518666
3025	0.2777308009
3030	0.2777045873
3035	0.2776656218
3040	0.2776405029
3045	0.277618313
3050	0.2775858566
3055	0.2775548795
3060	0.2775336955
3065	0.2775060913
3070	0.2774843748
3075	0.2774618002
3080	0.2774412672
3085	0.2774230419
3090	0.2773866801
3095	0.2773531881
3100	0.2773211755
3105	0.2772865888
3110	0.2772642214
3115	0.2772263802
3120	0.2771942493
3125	0.2771533607
3130	0.2771236558
3135	0.2770930929
3140	0.2770553701
3145	0.2770234463
3150	0.2769948065
3155	0.2769726166
3160	0.2769510184
3165	0.2769160768
3170	0.276887437
3175	0.2768573475
3180	0.2768353351
3185	0.2768026716
3190	0.2767730851
3195	0.2767454512
3200	0.2767106871
3205	0.2766748874
3210	0.2766418392
3215	0.2766079035
3220	0.2765740861
3225	0.276546541
3230	0.2765222209
3235	0.2764858886
3240	0.2764635212
3245	0.2764363312
3250	0.2764129874
3255	0.2763922177
3260	0.2763538736
3265	0.2763230444
3270	0.2762985468
3275	0.2762732503
3280	0.2762418886
3285	0.2762089588
3290	0.2761726561
3295	0.2761487206
3300	0.2761145777
3305	0.276064754
3310	0.2760333923
3315	0.2760008471
3320	0.2759592485
3325	0.2759296619
3330	0.2759042767
3335	0.2758801045
3340	0.2758471451
3345	0.2758238605
3350	0.2757988895
3355	0.2757622318
3360	0.2757317872
3365	0.2757096565
3370	0.2756816381
3375	0.2756471994
3380	0.2756219029
3385	0.2755985591
3390	0.2755709253
3395	0.2755440016
3400	0.2755033497
3405	0.2754753312
3410	0.2754521946
3415	0.2754287029
3420	0.2753867788
3425	0.2753469553
3430	0.2753197949
3435	0.2752957114
3440	0.2752611248
3445	0.2752278103
3450	0.2751882236
3455	0.2751686373
3460	0.275125796
3465	0.2750933396
3470	0.2750703508
3475	0.2750474213
3480	0.275021681
3485	0.2749950531
3490	0.2749658512
3495	0.2749362351
3500	0.2749075954
3505	0.2748801982
3510	0.2748427713
3515	0.2748135102
3520	0.2747784206
3525	0.2747427688
3530	0.2747174132
3535	0.2746973831
3540	0.2746653113
3545	0.2746406361
3550	0.2746034754
3555	0.2745606933
3560	0.2745333554
3565	0.2745070825
3570	0.2744712828
3575	0.2744400395
3580	0.274402938
3585	0.2743787658
3590	0.2743547119
3595	0.2743081427
3600	0.2742816628
3605	0.274245656
3610	0.2742095604
3615	0.2741809207
3620	0.2741537602
3625	0.2741211263
3630	0.274087013
3635	0.2740582253
3640	0.2740395562
3645	0.2740055317
3650	0.273985117
3655	0.2739563293
3660	0.2739255298
3665	0.2739011801
3670	0.2738691378
3675	0.2738295511
3680	0.2738009705
3685	0.273775319
3690	0.2737544605
3695	0.2737173885
3700	0.2736870032
3705	0.2736594581
3710	0.2736377416
3715	0.2735938352
3720	0.2735569408
3725	0.2735271768
3730	0.2734909333
3735	0.2734603112
3740	0.273427411
3745	0.2733831495
3750	0.2733435332
3755	0.2733085323
3760	0.2732857803
3765	0.2732587086
3770	0.2732308973
3775	0.2732004232
3780	0.2731833813
3785	0.2731470491
3790	0.2731223147
3795	0.2730980538
3800	0.2730690886
3805	0.27304394
3810	0.2730090871
3815	0.2729787313
3820	0.2729430795
3825	0.2729167475
3830	0.2728842024
3835	0.27285074
3840	0.2728154137
3845	0.2727873065
3850	0.2727523056
3855	0.2727216836
3860	0.2726951149
3865	0.272665055
3870	0.2726528949
3875	0.2726296103
3880	0.2726037517
3885	0.2725807925
3890	0.2725511764
3895	0.2725210573
3900	0.2725004947
3905	0.2724673874
3910	0.2724390435
3915	0.2724049302
3920	0.2723725921
3925	0.2723445441
3930	0.2723014069
3935	0.2722721755
3940	0.2722518495
3945	0.2722171445
3950	0.2721893924
3955	0.2721656048
3960	0.2721309885
3965	0.2720966978
3970	0.2720649514
3975	0.2720308086
3980	0.2720021984
3985	0.2719753634
3990	0.271956576
3995	0.2719215159
4000	0.2718916335
4005	0.2718665738
4010	0.2718351825
4015	0.2718064243
4020	0.2717658908
4025	0.2717362155
4030	0.271710209
4035	0.2716814804
4040	0.2716568349
4045	0.2716318343
4050	0.2716080171
4055	0.2715745547
4060	0.2715483411
4065	0.2715217428
4070	0.2714924817
4075	0.2714543151
4080	0.2714188408
4085	0.2713920354
4090	0.2713574488
4095	0.2713310872
4100	0.2713071221
4105	0.2712690443
4110	0.2712299605
4115	0.2711960543
4120	0.2711639233
4125	0.2711393073
4130	0.2711164665
4135	0.2710961702
4140	0.2710663765
4145	0.2710363462
4150	0.2710121444
4155	0.2709847769
4160	0.2709504269
4165	0.2709289767
4170	0.2708995973
4175	0.270864271
4180	0.2708250984
4185	0.2707926716
4190	0.2707660141
4195	0.2707409543
4200	0.2707000953
4205	0.2706745622
4210	0.2706432004
4215	0.2706128151
4220	0.2705907435
4225	0.2705543521
4230	0.2705237005
4235	0.2705031082
4240	0.2704712731
4245	0.2704415683
4250	0.2704148516
4255	0.2703789336
4260	0.2703444653
4265	0.270312068
4270	0.2702807655
4275	0.2702498772
4280	0.2702242256
4285	0.2701972427
4290	0.2701702006
4295	0.2701396378
4300	0.2701125069
4305	0.2700870329
4310	0.2700604346
4315	0.2700363512
4320	0.2700044865
4325	0.2699750775
4330	0.2699541302
4335	0.2699252242
4340	0.2699002532
4345	0.2698748679
4350	0.269837441
4355	0.2698166416
4360	0.2697874397
4365	0.2697486518
4370	0.2697260477
4375	0.269689745
4380	0.2696576436
4385	0.2696324655
4390	0.2696044767
4395	0.2695776417
4400	0.2695437059
4405	0.2695243563
4410	0.2694925804
4415	0.2694629347
4420	0.2694292652
4425	0.2693956254
4430	0.269371394
4435	0.2693324877
4440	0.2693113038
4445	0.2692752674
4450	0.2692429885
4455	0.2692182245
4460	0.2691855906
4465	0.2691584598
4470	0.2691207369
4475	0.2690936949
4480	0.2690675108
4485	0.2690420664
4490	0.2690141367
4495	0.2689773902
4500	0.2689583661
4505	0.2689208208
4510	0.2688810269
4515	0.268847032
4520	0.2688222681
4525	0.2687926815
4530	0.268763598
4535	0.2687328576
4540	0.2687024426
4545	0.2686726786
4550	0.2686472046
4555	0.2686251922
4560	0.2685923807
4565	0.2685662854
4570	0.2685436813
4575	0.2685185032
4580	0.2684901593
4585	0.2684592414
4590	0.2684287968
4595	0.2684085596
4600	0.2683822868
4605	0.268358943
4610	0.2683253327
4615	0.2682991783
4620	0.2682639999
4625	0.2682307742
4630	0.2682047676
4635	0.2681789386
4640	0.2681540563
4645	0.2681152092
4650	0.2680913033
4655	0.2680646163
4660	0.2680310947
4665	0.2680052953
4670	0.2679789337
4675	0.2679539627
4680	0.2679247903
4685	0.2678878959
4690	0.2678681321
4695	0.2678465044
4700	0.2678141663
4705	0.2677836922
4710	0.267749786
4715	0.267712152
4720	0.2676768257
4725	0.2676518842
4730	0.2676138951
4735	0.2675792197
4740	0.2675567339
4745	0.2675290114
4750	0.2674969396
4755	0.2674555776
4760	0.267440666
4765	0.267425636
4770	0.2673952507
4775	0.2673694512
4780	0.2673430305
4785	0.2673167872
4790	0.2672848338
4795	0.2672589455
4800	0.2672240926
4805	0.2672047726
4810	0.2671732038
4815	0.2671483807
4820	0.2671207765
4825	0.2670908053
4830	0.2670666923
4835	0.2670411887
4840	0.2669997084
4845	0.2669710982
4850	0.2669495001
4855	0.2669184638
4860	0.2668826937
4865	0.2668575451
4870	0.2668320711
4875	0.2668054137
4880	0.266783638
4885	0.2667502052
4890	0.2667163582
4895	0.2666859433
4900	0.2666575402
4905	0.2666362083
4910	0.2665993435
4915	0.2665664433
4920	0.2665357621
4925	0.2665107023
4930	0.2664742813
4935	0.266453689
4940	0.2664363217
4945	0.2664031257
4950	0.2663775333
4955	0.2663555209
4960	0.26633126
4965	0.2663137744
4970	0.2662917324
4975	0.2662663471
4980	0.2662372932
4985	0.2662054581
4990	0.2661754573
4995	0.266133622
5000	0.2661058402
5005	0.2660776147
5010	0.2660589456
5015	0.2660307496
5020	0.265995305
5025	0.265978914
5030	0.2659453333
5035	0.2659305105
5040	0.2658990304
5045	0.2658697102
5050	0.2658399461
5055	0.2658102117
5060	0.2657843826
5065	0.2657614531
5070	0.265741926
5075	0.2657192923
5080	0.2657025167
5085	0.2656845873
5090	0.2656559179
5095	0.2656242603
5100	0.2655905613
5105	0.2655632529
5110	0.2655382227
5115	0.2655146423
5120	0.2654920086
5125	0.2654607652
5130	0.2654288117
5135	0.2653946689
5140	0.2653656445
5145	0.2653406735
5150	0.2653124479
5155	0.2652819738
5160	0.2652456415
5165	0.2652196054
5170	0.2651928296
5175	0.2651684503
5180	0.2651444852
5185	0.2651246031
5190	0.2650989515
5195	0.2650684478
5200	0.2650233284
5205	0.2649949253
5210	0.2649727354
5215	0.2649421725
5220	0.2649188879
5225	0.2648995384
5230	0.2648659576
5235	0.2648463714
5240	0.2648210453
5245	0.2647897132
5250	0.2647690322
5255	0.2647458363
5260	0.26471767
5265	0.2646926694
5270	0.2646658048
5275	0.2646388219
5280	0.2646102709
5285	0.2645775482
5290	0.2645492635
5295	0.2645139667
5300	0.2644815399
5305	0.2644582553
5310	0.2644364204
5315	0.264404112
5320	0.2643792001
5325	0.2643509746
5330	0.264321891
5335	0.2642895529
5340	0.264268221
5345	0.2642458832
5350	0.2642238117
5355	0.2642065035
5360	0.2641707038
5365	0.2641470346
5370	0.2641198742
5375	0.264094844
5380	0.264072092
5385	0.2640459966
5390	0.2640076821
5395	0.2639766162
5400	0.2639334791
5405	0.2639044843
5410	0.2638863773
5415	0.2638611992
5420	0.2638210799
5425	0.2637983574
5430	0.2637663448
5435	0.2637493325
5440	0.26372161
5445	0.2636971419
5450	0.2636683246
5455	0.2636368446
5460	0.2636066663
5465	0.2635729968
5470	0.263540215
5475	0.263512522
5480	0.2634804502
5485	0.2634527868
5490	0.2634211588
5495	0.2633899154
5500	0.2633529914
5505	0.2633310382
5510	0.2633093513
5515	0.2632815399
5520	0.2632545274
5525	0.2632216272
5530	0.2632004433
5535	0.2631646436
5540	0.2631368618
5545	0.2631079262
5550	0.2630744343
5555	0.2630498479
5560	0.2630198767
5565	0.2629938997
5570	0.2629685145
5575	0.2629355847
5580	0.2629112646
5585	0.2628799916
5590	0.2628558194
5595	0.2628341325
5600	0.2628166173
5605	0.2627888947
5610	0.2627576809
5615	0.2627346626
5620	0.2627051352
5625	0.2626764955
5630	0.2626566725
5635	0.2626242457
5640	0.2626032688
5645	0.262569126
5650	0.2625308706
5655	0.262508947
5660	0.2624938874
5665	0.2624673779
5670	0.2624351878
5675	0.2624086486
5680	0.2623770502
5685	0.2623570201
5690	0.262335777
5695	0.2623103622
5700	0.2622930541
5705	0.2622701541
5710	0.2622464553
5715	0.2622159812
5720	0.2621968387
5725	0.2621740275
5730	0.2621500328
5735	0.2621120733
5740	0.2620865993
5745	0.2620630484
5750	0.2620472196
5755	0.2620238463
5760	0.2620066269
5765	0.2619728391
5770	0.2619334298
5775	0.2618977189
5780	0.2618768308
5785	0.2618496704
5790	0.2618210306
5795	0.2617862369
5800	0.2617641061
5805	0.2617445199
5810	0.2617170636
5815	0.261694134
5820	0.2616711749
5825	0.2616492512
5830	0.2616245169
5835	0.2616010252
5840	0.2615707286
5845	0.2615378876
5850	0.2615131236
5855	0.2614856673
5860	0.2614690693
5865	0.2614384177
5870	0.2614172633
5875	0.2613891857
5880	0.2613675579
5885	0.2613407525
5890	0.2613165803
5895	0.2612887098
5900	0.261269952
5905	0.2612460756
5910	0.2612177318
5915	0.2611813403
5920	0.2611572273
5925	0.261131132
5930	0.2611010721
5935	0.2610696808
5940	0.2610416032
5945	0.2610203009
5950	0.2609903593
5955	0.2609690274
5960	0.2609345591
5965	0.2609121917
5970	0.2608873686
5975	0.2608639065
5980	0.2608297932
5985	0.2607939935
5990	0.2607657088
5995	0.26074559
5999	0.2607265362
